0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;;;;;;;;;;;;;;;;;;;;;
Nazwa;Waga nom.;S;DS.;O;P;K;CUSTOM;Samodzielne;Podkategoria;Kategoria glowna;Typ;Kalorie;Tluszcz;Bialko;Weglowodany;Blonnik pokarmowy;Cholesterol;Sod;Potas;Wapn;Fosfor;Magnez;Zelazo;Cynk;Miedz;Mangan;Wit A;Wit D;Wit E;Tiamina;Ryboflawina;Niacyna;Wit B6;Foliany;Wit B12;Wit C
Paprykarz mrozony;;;;;;;;;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;19;0,3;1,1;4,4;1,5;0;5;265;14;27;13;0,5;0,28;0,07;0,1;192;0;1,31;0,06;0,061;0,97;0,21;42;0;49,7
Paroweczki sniadaniowe z olejem;100;y;y;;;;;y;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;234;20,9;11,9;0,1;0;38;650;193;8;102;13;1,3;1,64;0,09;0,06;3;0,35;2,13;0,145;0,108;2,7;0,16;2;0,5;0
Parowki popularne;100;y;y;;y;y;;y;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;342;34,3;9,5;0;0;56;889;120;5;67;8;1,1;1,11;0,05;0,03;3;0,52;0,43;0,123;0,1;2,32;0,14;2;0,58;0
Parowki z kurczaka;100;y;y;;y;y;;y;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;259;22,4;10,8;4,2;0,1;65;548;141;45;114;16;1,1;0,68;0,06;0,03;8;0,35;0,2;0,054;0,121;2,82;0,14;5;0,33;0
Pasta kanapkowa z kurczaka;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;156;11,3;10,4;3,5;0;60;461;185;85;146;19;1,1;0,74;0,04;0,02;13;0,22;0,2;0,045;0,153;3,61;0,19;5;0,32;0,3
Pasta z jaj;75;Y;Y;Y;Y;Y;;Y;Przystawki;Przystawki;Potrawy;197;18,6;7,2;1,2;0,4;192;78;132;44;118;13;1,6;1,04;0,08;0,08;223;0,91;4,22;0,041;0,314;0,15;0,07;42,1;0,76;14,3
Pasta z jaj i ryby wedzonej;75;Y;Y;Y;Y;Y;;Y;Przystawki;Przystawki;Potrawy;262;23,1;13,3;1,2;0,3;128;577;191;24;170;19;1,3;0,71;0,11;0,08;123;4,32;4,31;0,087;0,315;3,74;0,28;23,9;4,84;3,1
Pasta z twarogu i ryby wedzonej;75;Y;Y;Y;Y;Y;;Y;Przystawki;Przystawki;Potrawy;273;23;15,2;1,9;0;39;344;131;48;181;13;0,4;0,61;0,07;0,02;59;2,42;3,93;0,055;0,288;2,29;0,19;17,2;3,05;0
Pasternak;;;;;;;;;;;;57;0,6;1,6;15,5;4,5;0;3;490;41;73;25;0,7;0,51;0,14;0,4;3;0;0,8;0,09;0,018;0,7;0,11;59;0;17
Paszteciki drozdzowe z miesem;150;;;y;;y;;y;Produkty obiadowe;Produkty zbozowe;Produkty;343;20,4;9,7;31,9;1,6;46;564;198;35;122;17;1,4;0,99;0,12;0,18;158;0,77;2,79;0,13;0,242;2,33;0,1;44,8;0,39;0,3
Pasztet pieczony;;;;;;;;;Wedliny podrobowe;Mieso i przetwory miesne;Produkty;390;31,2;17;13,5;2,3;370;817;373;49;212;33;5;2,39;0,26;0,32;2225;0,62;0,85;0,282;0,707;5,86;0,41;28;9,26;4
Pasztet podlaski z kurczaka;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;228;21,1;6,7;3,6;0,2;58;610;108;42;91;13;1,5;0,75;0,08;0,08;671;0,99;3,25;0,043;0,224;1,72;0,09;28;1,73;1,7
Pasztet rybny;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;265;21,3;10,6;8,8;0,6;73;658;226;28;145;24;0,9;0,88;0,16;0,1;75;4,98;4,72;0,04;0,122;1,89;0,28;7,3;3,24;2,9
Pasztet z kurczaka pieczony;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;214;14,3;14,4;7,5;0,4;148;574;225;94;206;23;3,3;1,61;0,15;0,15;1362;0,28;0,21;0,099;0,549;3,92;0,21;49;4,38;3,6
Pasztet z miesa mieszanego pieczony;75;Y;Y;Y;Y;Y;;Y;Potrawy z miesa mieszanego;Potrawy miesne;Potrawy;361;31,1;15,1;6,5;0,4;148;94;240;14;178;17;4,2;2,57;0,2;0,1;1940;0,63;0,71;0,258;0,705;5,57;0,3;16,7;4,88;4,5
Pasztet z ryb wedzonych;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;151;10,6;12,9;1,2;0,1;154;669;209;43;184;24;1,1;1,09;0,17;0,07;95;5,99;1,29;0,032;0,202;1,88;0,3;11,9;3,96;0,8
Pieczarka uprawna swieza;;;;;;;;;;;;17;0,4;2,7;2,6;2;0;6;289;11;165;12;0,9;0,47;0,4;0,06;2;1,94;0,11;0,023;0,599;4,81;0,05;30;0;5
Pieczarki marynowane konserwowe;;;;;;;;;;;;19;0,4;2,3;4,3;2,7;0;5;217;8;124;9;0,7;0,35;0,3;0,04;1;1,34;0,08;0,017;0,449;3,61;0,04;15;0;10,4
Pieczarki smazone;75;;Y;Y;Y;Y;;Y;Potrawy z grzybow;Potrawy z warzyw;Potrawy;232;24,3;3,4;3,3;2,4;53;9;352;16;200;15;1,1;0,58;0,48;0,07;132;2,61;0,62;0,027;0,726;5,78;0,07;36,6;0;4,7
Pieczen cieleca duszona;150;;Y;Y;Y;Y;;Y;Potrawy z cieleciny;Potrawy miesne;Potrawy;192;11,8;20,1;1,7;0,2;71;89;406;13;201;16;2,9;2,08;0,26;0,04;59;0,3;2,46;0,112;0,402;6,12;0,11;3,9;1,3;0,2
Pieczen rzymska;150;;Y;Y;Y;Y;;Y;Potrawy z miesa mieszanego;Potrawy miesne;Potrawy;208;11,4;14,5;12,5;0,6;60;136;250;9;150;20;1,5;2,56;0,07;0,13;39;0,61;1,15;0,181;0,199;3,04;0,2;7,3;0,79;0
Pieczen wieprzowa duszona;150;;Y;Y;Y;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;225;19,8;11,4;1,2;0,2;50;37;203;6;113;14;0,8;2,23;0,04;0,03;0;0,49;1,33;0,329;0,196;2,17;0,17;2,2;0,49;0,5
Pieczen wolowa duszona;150;;Y;Y;Y;Y;;Y;Potrawy z wolowiny;Potrawy miesne;Potrawy;156;9,5;15,8;1,9;0,1;44;58;286;4;154;19;1,8;2,81;0,07;0,04;7;0,3;1,75;0,048;0,167;4,07;0,25;5,2;1,04;0,2
Pieczen z kurczaka z pieczarkami;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;180;10,2;13,8;9,1;0,7;69;883;251;15;164;27;0,9;0,8;0,11;0,14;20;0,57;0,5;0,077;0,177;4,22;0,24;6;0,33;0,4
Pieczen z kurczaka z serem zoltym;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;205;12,1;16;8,8;0,6;76;960;233;83;194;29;0,9;1,12;0,09;0,13;44;0,44;0,52;0,078;0,159;3,81;0,24;6;0,45;0
Pieczen zulawska;150;;Y;Y;Y;Y;;Y;Wedliny podrobowe;Mieso i przetwory miesne;Produkty;170;11,7;13,8;2,6;0,1;42;773;228;9;119;16;1,5;1,91;0,08;0,07;5;0,38;0,27;0,138;0,127;3,17;0,21;3;0,65;0,2
Pieczywo polfrancuskie z dzemem;50;;;;;;;;Pieczywo pszenne polcukiernicze;Produkty zbozowe;Produkty;410;9,9;8,3;73;2;8;286;203;47;94;22;1,5;0,81;0,13;0,34;84;0,53;1,95;0,118;0,114;0,99;0,06;35;0,1;0,2
Pieczywo polfrancuskie z serem;50;;;;;;;;Pieczywo pszenne polcukiernicze;Produkty zbozowe;Produkty;396;10;10,7;66,6;1,7;11;292;149;51;120;20;1,1;0,93;0,1;0,31;72;0,55;1,94;0,108;0,172;0,86;0,06;37;0,21;0,1
Pieczywo tostowe;50;;;;;;;;Pieczywo pszenne wyborowe;Produkty zbozowe;Produkty;305;4,7;8,1;58,8;2,1;3;488;161;47;100;23;1,2;0,86;0,1;0,34;23;0,14;0,89;0,122;0,119;0,73;0,06;44,5;0,06;0
Pieczywo tostowe grahamowe;50;;;;;;;;Pieczywo pszenne wyborowe;Produkty zbozowe;Produkty;273;4,2;7,5;53,8;3,3;0;543;152;18;113;35;1,5;1,11;0,13;0,76;0;0;0,92;0,14;0,07;1,21;0,08;41,4;0;0
Piernik z bakaliami;;;;;;;;;;;;373;12,4;6,6;60,9;2,7;17;126;262;40;93;37;1,5;0,74;0,27;0,3;59;0,46;2,31;0,059;0,103;0,69;0,05;14,5;0,07;0,2
Pierniki alpejskie;;;;;;;;;;;;368;9,7;4;66,3;0,9;0;174;382;95;116;37;2,7;0,52;0,18;0,56;23;0;0,59;0,066;0,133;0,58;0,04;8,4;0;0,4
Pierniki beskidzkie;;;;;;;;;;;;338;1,6;3,5;77,3;1;0;193;62;98;98;8;0,6;0,37;0,06;0,22;7;0,05;0,33;0,047;0,026;0,23;0,02;9,7;0;0,9
Pierogi ruskie;150;;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;167;5;5,9;25,5;1,1;19;11;218;19;72;13;0,5;0,42;0,06;0,13;41;0,08;0,22;0,055;0,074;0,73;0,12;14,2;0,12;4,9
Pierogi z miesem;150;;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;205;10,1;11,9;17,1;0,6;51;43;196;9;114;14;1,4;1,81;0,06;0,08;17;0,3;0,74;0,077;0,121;2,36;0,19;11,5;0,71;0,2
Pierogi z serem twarogowym;150;;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;239;9,9;11,1;26,6;0,5;72;23;79;50;137;7;0,6;0,71;0,04;0,07;100;0,31;0,34;0,039;0,176;0,25;0,05;17,2;0,51;0
Pierogi z truskawkami;150;;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;241;11,4;4,1;32,1;1,7;38;31;99;19;43;9;0,8;0,32;0,08;0,22;97;0,13;0,47;0,046;0,048;0,4;0,04;13,9;0,03;22,8
Pietruszka korzen;;;;;;;;;;;;38;0,5;2,6;10,5;4,9;0;49;399;43;77;27;1,1;0,6;0,14;0,58;5;0;2,01;0,1;0,086;2;0,23;180;0;45
Pietruszka korzen mrozona;;;;;;;;;;;;34;0,5;2,3;9,5;4,4;0;40;323;35;62;22;0,9;0,49;0,11;0,47;5;0;1,81;0,081;0,07;1,62;0,19;162;0;28,4
Pietruszka liscie;;;;;;;;;;;;41;0,4;4,4;9;4,2;0;39;695;193;84;69;5;0,98;0,61;0,42;902;0;3,16;0,11;0,28;1,4;0,16;170;0;177,7
Pikle konserwowe;;;;;;;;;;;;62;0,2;1,3;15,5;1,9;0;469;185;20;43;21;0,5;0,42;0,11;0,12;353;0,24;0,39;0,028;0,109;0,95;0,12;15,5;0;11,5
Piwo pelne;;;;;;;;;;;;49;0;0,5;3,8;0;0;3;26;6;26;9;0,1;0;0;0,03;0;0;0;0,004;0,018;1,3;0,02;6;0;0
Pizza miesno-ziolowa;100;Y;Y;Y;Y;Y;;Y;Produkty obiadowe;Produkty zbozowe;Produkty;332;13,2;18;36,8;1,8;22;719;338;315;257;33;2,3;1,54;0,13;0,26;145;0,12;2,08;0,172;0,222;2,38;0,17;48,4;0,36;1,4
Pizza z pieczarkami i cebula;100;Y;Y;Y;Y;Y;;Y;Produkty obiadowe;Produkty zbozowe;Produkty;293;13,1;13,3;32,1;1,9;14;375;300;275;218;28;1,9;1,08;0,18;0,23;110;0,43;2,42;0,081;0,287;2;0,1;29,4;0,31;1,5
Placek z kruszonka;;;;;;;;;;;;375;13,6;7,5;56,7;1,4;35;35;111;38;77;10;0,9;0,58;0,06;0,16;91;0,67;2,02;0,07;0,131;0,69;0,03;31,5;0,2;0,1
Placki ziemniaczane;100;y;y;y;y;y;y;y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;231;14,5;3,6;23,6;1,8;22;20;502;21;83;27;0,8;0,53;0,12;0,22;18;0,1;3,32;0,089;0,101;1,61;0,28;22,7;0,13;17
Planta tluszcz roslinny;;;;;;;;;Oleje;Tluszcze;Produkty;884;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0
Platki jeczmienne;;;;;;;;;Produkty sniadaniowe;Produkty zbozowe;Produkty;355;3,6;9,8;79,4;9,6;0;651;388;31;332;90;3,6;2;0,25;0,96;0;0;0,25;0,078;0,06;2,5;0,33;20;0;0
Platki kukurydziane;100;Y;Y;;Y;Y;;Y;Produkty sniadaniowe;Produkty zbozowe;Produkty;363;2,5;6,9;83,6;6,6;0;1167;100;8;40;6;0,8;0,16;0,05;0,07;0;0;0,1;0,007;0,048;0,17;0,03;7;0;0
Platki kukurydziane z cukrem z witaminami i zelazem;100;Y;Y;;Y;Y;;Y;Produkty sniadaniowe;Produkty zbozowe;Produkty;375;1,7;4,6;88,4;4,4;0;774;67;273;27;4;12,4;0,11;0,04;0,05;0;0;0,07;1,205;1,432;15,47;1,72;174,6;0,85;51
Platki kukurydziane z miodem, orzechami, witaminami, zelazem;100;Y;Y;;Y;Y;;Y;Produkty sniadaniowe;Produkty zbozowe;Produkty;387;5,1;6,4;82,6;4,8;0;748;120;10;55;18;12,7;0,34;0,1;0,16;0;0;0,76;1,255;1,441;16,49;1,74;182,8;0,85;51
Platki kukurydziane z witaminami i zelazem;100;Y;Y;;Y;Y;;Y;Produkty sniadaniowe;Produkty zbozowe;Produkty;363;2,5;6,9;83,6;6,6;0;1167;100;8;40;6;11,9;0,16;0,05;0,07;0;0;0,1;1,2;1,4;15,3;1,7;170;0,85;51
Platki owsiane;;;;;;;;;Produkty sniadaniowe;Produkty zbozowe;Produkty;366;7,2;11,9;69,3;6,9;0;5;379;54;433;129;3,9;3,1;0,55;4,19;0;0;1,8;0,462;0,151;0,87;0,15;86;0;0
Platki owsiane na mleku;200;Y;Y;;Y;Y;;Y;Zupy mleczne;Zupy;Potrawy;62;2,3;2,7;8,2;0,6;7;24;106;68;81;17;0,4;0,42;0,06;0,35;17;0,02;0,18;0,05;0,104;0,12;0,04;5,4;0,23;0
Platki pszenne;;;;;;;;;Produkty sniadaniowe;Produkty zbozowe;Produkty;351;3;9;81;10,1;0;644;360;31;317;97;3,4;2,46;0,36;1,72;0;0;0,4;0,055;0,097;1,74;0,2;40;0;0
Platki ziemniaczane;;;;;;;;;;;;335;2,5;6,7;78,2;8;0;27;1394;16;190;74;2,7;0,79;0,33;0,25;0;0;0,1;0,17;0,156;9,93;1;0;0;0
Platki zytnie;;;;;;;;;Produkty sniadaniowe;Produkty zbozowe;Produkty;343;3,2;6,4;82,6;11,6;0;662;422;28;302;88;2,7;2,51;0,3;2,73;0;0;0,8;0,098;0,096;0,43;0,35;56;0;0
Poledwica luksusowa;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;177;10;19,5;2,4;0;64;1555;325;14;195;23;1,1;1,97;0,06;0,04;0;0,52;0,21;0,864;0,183;6,57;0,47;2,8;0,53;0
Poledwica sopocka;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;165;9,1;19,9;0,9;0;63;748;374;15;218;23;1,1;1,77;0,07;0,05;0;0,49;0,21;0,898;0,178;6,56;0,47;1,9;0,51;0
Poledwica w galarecie;;;;;;;;;Wedliny podrobowe;Mieso i przetwory miesne;Produkty;101;4,4;14,5;1,4;0,5;29;625;216;10;123;15;0,6;0,89;0,09;0,04;2;0,36;0,12;0,425;0,154;3,66;0,23;2;0,16;1,6
Poledwica wolowa pieczona;150;;;Y;;Y;;Y;Potrawy z wolowiny;Potrawy miesne;Potrawy;168;9,9;19,7;0;0;58;61;375;4;208;26;3;2,88;0,1;0,04;64;0,8;2,17;0,09;0,254;5,44;0,19;5,5;1,37;0
Poledwica z indyka;;;;;;;;;Wedliny z indyka;Mieso i przetwory miesne;Produkty;105;4,6;15,8;0,1;0;52;763;362;3;190;33;0,5;0,82;0,04;0,01;19;0,07;0,13;0,032;0,126;4,16;0,45;5;0,47;1,9
Poledwica z piersi kurczaka;;;;;;;;;Wedliny z indyka;Mieso i przetwory miesne;Produkty;93;1,2;20,4;0;0;53;705;366;7;226;36;0,5;0,47;0,03;0,02;6;0;0,27;0,084;0,14;11,32;0,5;7,6;0,29;0
Pomarancza;;;;;;;;;;;;44;0,2;0,9;11,3;1,9;0;3;183;33;23;12;0,4;0,15;0,07;0,03;19;0;0,19;0,08;0,03;0,2;0,1;30;0;49
Pomidor;;;;;;;;;;;;15;0,2;0,9;3,6;1,2;0;8;282;9;21;8;0,5;0,26;0,06;0,06;107;0;1,22;0,064;0,042;1;0,15;39;0;23
Pomidor mrozony;;;;;;;;;;;;15;0,2;0,9;3,6;1,2;0;8;282;9;21;8;0,5;0,26;0,06;0,06;107;0;1,22;0,064;0,042;1;0,15;33,5;0;20,7
Por;;;;;;;;;;;;24;0,3;2,2;5,7;2,7;0;6;248;48;52;11;1,1;0,69;0,13;0,18;148;0;0,52;0,112;0,067;0,59;0,2;56;0;20,2
Por mrozony;;;;;;;;;;;;24;0,3;2,2;5,7;2,7;0;6;248;48;52;11;1,1;0,69;0,13;0,18;148;0;0,52;0,112;0,067;0,59;0,2;50,4;0;18,2
Porzeczki biale;;;;;;;;;;;;33;0,2;1;13,1;6,4;0;1;275;30;23;12;1;0,22;0,13;0,66;0;0;0,11;0,08;0,02;0,2;0,05;5;0;40
Porzeczki czarne;;;;;;;;;;;;35;0,2;1,3;14,9;7,9;0;2;336;39;58;20;1,2;0,32;0,11;0,73;14;0;1;0,062;0,032;0,35;0,08;16;0;182,6
Porzeczki czarne mrozone;;;;;;;;;;;;35;0,2;1,3;14,9;7,9;0;2;336;39;58;20;1,2;0,32;0,11;0,73;14;0;1;0,062;0,032;0,35;0,08;14;0;164,3
Porzeczki czerwone;;;;;;;;;;;;31;0,2;1,1;13,8;7,7;0;2;259;36;33;12;0,9;0,22;0,11;0,7;4;0;0,4;0,04;0,022;0,27;0,04;11;0;45,8
Potrawka z kurczaka;150;Y;Y;Y;Y;Y;;Y;Potrawy drobiowe;Potrawy miesne;Potrawy;148;9;13,3;4,6;1;58;56;278;16;140;18;1;1,03;0,06;0,1;222;1,04;0,55;0,053;0,125;3,76;0,3;12,3;0,2;3,3
Powidla sliwkowe;;;;;;;;;dzemy, konfitury, marmolady, powidla;owoce i przetwory owocowe;Produkty;214;0,2;1;53;1,8;0;3;346;40;27;18;2,2;0,18;0,19;0,15;77;0;0,1;0,09;0,033;0,75;0,08;0,3;0;3
Poziomki;;;;;;;;;;;;33;0,5;0,8;8,3;2;0;1;147;28;27;10;0,8;0,08;0,12;0,22;2;0;0,12;0,03;0,07;0,3;0,05;17;0;60
Proszek jajeczny;;;;;;;;;Jaja;Mleko i przetwory mleczne;Produkty;576;41,7;48,4;2,7;0;1900;481;527;185;790;45;8,3;6,86;0,21;0,1;800;6,75;1,99;0,323;1,2;0,2;0,38;184;7,2;0
"Przyprawa ""Jarzynka""";;;;;;;;;;;;90;0,4;1,9;23,3;4;0;23982;354;74;59;180;1,5;0,52;0,23;0,41;145;0;0,5;0,048;0,007;0,79;0,22;1;0;1,4
Pstrag strumieniowy swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;97;2,1;19,2;0;0;55;53;348;24;190;26;0,4;0,4;0,04;0,03;89;2,1;0,65;0,03;0,2;2,8;0,52;9;5;1,1
Pstrag teczowy swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;160;9,6;18,6;0;0;70;52;420;18;245;25;0,4;0,48;0,05;0,02;30;13,6;1,71;0,2;0,11;6;0,69;9;5;0
Ptysie z bita smietana;;;;;;;;;;;;346;24,9;5,5;25,7;0,3;146;59;105;64;93;9;0,7;0,62;0,03;0,04;246;0,84;1,49;0,034;0,198;0,17;0,03;12,2;0,44;0
Pulpety z miesa mieszanego gotowane;150;;;Y;Y;Y;;Y;Potrawy z miesa mieszanego;Potrawy miesne;Potrawy;223;11,1;18,8;13,3;1,4;79;155;396;20;199;28;2,1;3,37;0,1;0,17;230;0,57;0,53;0,242;0,275;4,16;0,3;18,8;1,04;4,3
Pumpernikiel;50;;;;;;;;Pieczywo zytnie;Produkty zbozowe;Produkty;240;2;5,9;58,2;9,4;0;395;310;28;222;68;2,5;2,83;0,26;3,13;4;0,02;0,94;0,138;0,116;0,76;0,18;28,4;0;0
Pyzy ziemniaczane;150;;;Y;;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;210;6,2;3,7;37,4;3;7;14;897;8;113;42;1,1;0,65;0,26;0,33;2;0,04;0,23;0,17;0,071;2,4;0,56;17;0,04;17,9
Pyzy ziemniaczane w proszku;;;;;;;;;;;;324;1,4;5,1;77,3;5,8;0;1192;1128;14;146;52;2,5;1,27;0,24;0,33;0;0;0,15;0,244;0,14;4,72;0,75;0;0;4,8
Pyzy ziemniaczane z miesem;150;;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;292;14;7,9;36,2;2,6;26;37;711;11;129;39;1,2;1,3;0,17;0,32;1;0,2;0,37;0,238;0,146;2,54;0,44;20,2;0,2;13,5
Rabarbar;;;;;;;;;;;;9;0,1;0,5;4,6;3,2;0;2;136;52;24;13;0,6;0,13;0,05;0,16;10;0;0,18;0,023;0,029;0,11;0,03;7;0;9
Risotto z miesem;;;;;;;;;;;;228;11,9;6,8;24,2;0,9;21;22;140;7;88;11;0,6;1,45;0,07;0,32;9;0,2;1,52;0,151;0,083;1,08;0,12;5,9;0,2;0,9
Risotto z miesem i warzywami;150;Y;Y;Y;Y;Y;;Y;Potrawy warzywno-miesne;Potrawy warzywno-miesne;Potrawy;185;10;6,6;18,3;1,2;32;33;169;18;89;12;0,6;1,38;0,07;0,27;197;0,24;0,4;0,157;0,098;1,1;0,12;10,7;0,23;2,3
Rodzynki suszone;;;;;;;;;;;;277;0,5;2,3;71,2;6,5;0;21;833;78;129;40;2,3;0,25;0,37;0,32;2;0;0,2;0,15;0,08;0,5;0,35;4;0;1
Rogale kruche;50;Y;Y;;Y;Y;;Y;Pieczywo pszenne polcukiernicze;Produkty zbozowe;Produkty;331;7,2;8,2;59,4;1,8;5;397;127;25;83;19;1,1;0,78;0,1;0,33;47;0,39;1,45;0,107;0,087;0,89;0,05;36,1;0,04;0
Rolada biszkoptowa z dzemem;150;Y;Y;Y;Y;Y;;Y;Desery;Desery;Potrawy;299;4,8;7;56,7;0,5;152;72;98;29;100;8;1,3;0,69;0,06;0,07;117;0,64;0,35;0,036;0,221;0,16;0,05;19,4;0,7;2,7
Rolada wieprzowa pieczona;150;;Y;Y;Y;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;414;32,6;21,3;9,9;0,3;122;134;357;12;214;27;1,6;3,98;0,07;0,08;63;0,98;0,68;0,575;0,37;3,81;0,29;6,6;0,92;0
Rolada z masa makowa;;;;;;;;;;;;349;15,8;9,4;46,6;4,5;107;52;369;244;275;103;2,8;1,52;0,29;0,82;158;0,79;1,58;0,046;0,227;0,56;0,1;19;0,43;0,5
Rozki z ciasta francuskiego z jablkami;;;;;;;;;;;;392;25,1;5;38,6;1,7;43;149;105;14;40;7;0,7;0,36;0,06;0,14;217;0,94;3,21;0,051;0,052;0,47;0,02;13,7;0,03;1,7
Ryz bialy;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;344;0,7;6,7;78,9;2,4;0;6;111;10;135;13;0,8;1,73;0,17;1,01;0;0;0,33;0,052;0,027;0,82;0,17;29;0;0
Ryz brazowy;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;322;1,9;7,1;76,8;8,7;0;10;260;32;250;110;1,3;1,5;0,18;2,4;0;0;0,7;0,48;0,05;4,7;0,49;53;0;0
Ryz gotowany;100;Y;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;124;0,3;2,4;28,4;0,9;0;2;40;4;49;5;0,3;0,62;0,06;0,36;0;0;0,11;0,01;0,009;0,2;0,05;0;0;0
Ryz na mleku;150;Y;Y;Y;Y;Y;;Y;Zupy mleczne;Zupy;Potrawy;66;2,1;2,7;9,1;0,2;8;29;99;77;65;9;0,1;0,34;0,03;0,09;20;0,02;0,08;0,024;0,113;0,13;0,04;3;0,27;0
Ryz na sypko z tluszczem roslinnym;125;Y;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;135;1,5;2,4;28,4;0,9;0;4;40;4;49;5;0,3;0,62;0,06;0,36;10;0,08;0,48;0,011;0,009;0,2;0,05;5,8;0;0
Ryz na sypko ze smalcem;125;Y;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;124;2;2,1;24,9;0,8;2;2;35;3;43;4;0,3;0,55;0,05;0,32;0;0;0,11;0,01;0,007;0,17;0,04;5,1;0;0
Ryz preparowany;;;;;;;;;Produkty sniadaniowe;Produkty zbozowe;Produkty;361;1,6;6,3;84,1;5;0;3;113;6;98;52;0,6;1,1;0,33;1;0;0;0,6;0,11;0,01;3;0,46;10;0;0
Ryz z jablkami;125;Y;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;154;2,2;2;32,3;1,2;1;13;93;21;43;6;0,3;0,46;0,05;0,24;18;0,1;0,72;0,016;0,035;0,16;0,04;4,9;0,06;3,5
Rzepa;;;;;;;;;;;;26;0,3;1,1;8,2;3,5;0;17;280;40;34;10;0,5;0,14;0,1;0,07;10;0;0;0,04;0,04;1;0,08;20;0;16
Rzodkiewka;;;;;;;;;;;;14;0,2;1;4,4;2,5;0;11;236;29;19;7;0,8;0,26;0,04;0,09;2;0;0,01;0,026;0,017;0,26;0,08;24;0;20,6
Salami luksusowe;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;540;50,6;21,9;0,9;0;105;1304;349;9;197;26;2,2;3,31;0,1;0,07;8;0,83;1,27;0,482;0,272;6,34;0,52;5;1,19;0
Salami mini;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;548;51,6;21,7;0,9;0;105;1304;347;9;197;25;2,2;3,22;0,1;0,07;7;0,84;1,27;0,513;0,273;6,35;0,53;4;1,15;0
Salami popularne;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;568;53,7;21,6;1,4;0,1;107;1307;348;10;192;25;2,2;3,22;0,1;0,07;7;0,86;1,26;0,498;0,268;6,15;0,51;4;1,15;0,5
Salata;;;;;;;;;;;;14;0,2;1,4;2,9;1,4;0;4;134;24;21;9;0,7;0,44;0,04;0,28;192;0;0,43;0,045;0,089;0,22;0,06;75;0;13
Salata zielona z olejem;50;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;111;11,6;1;2,1;1;0;3;99;18;15;7;0,5;0,32;0,03;0,21;126;0;5,03;0,033;0,066;0,16;0,04;49,1;0;8,5
